GroupApproximation.Full.SK09.word	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.LemmaNN.LevelWords	104
GroupApproximation.Full.SK09.word_aPerm_bPerm	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.LemmaNN.LevelAction	216
GroupApproximation.Full.SK14.not_isResiduallyFinite_of_isSimpleGroup_of_infinite	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.FinitelyPresented.Basic	78
GroupApproximation.Full.SK14.printedSoficKazhdanExampleNotLEF	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.FinitelyPresented.Basic	145
GroupApproximation.LevelCommutatorWords.commutator_fPerm_tPerm	GroupApproximation.GroupTheory.LevelCommutatorWords	178
GroupApproximation.LevelCommutatorWords.conjPow_aPerm_bPerm	GroupApproximation.GroupTheory.LevelCommutatorWordsLevels	157
GroupApproximation.SimpleKazhdanSofic.LamplighterWP.manuscriptSentence_lefHostWordProblemAbove	GroupApproximation.Manuscript.SimpleKazhdanSofic.LamplighterWP.Sentences	53
GroupApproximation.SimpleKazhdanSofic.LEFCorollaries.manuscriptSentence_lefHostWordProblemAbove	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFCorollaries.WordProblemHosts	72
GroupApproximation.SimpleKazhdanSofic.LEFLevelEmbedding.Delta	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFLevelEmbedding	179
GroupApproximation.SimpleKazhdanSofic.LEFLevelEmbedding.embedding	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFLevelEmbedding	124
GroupApproximation.SimpleKazhdanSofic.LEFLevelEmbedding.embedding_γ	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFLevelEmbedding	162
GroupApproximation.SimpleKazhdanSofic.LEFLevelEmbedding.embedding_injective	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFLevelEmbedding	147
GroupApproximation.SimpleKazhdanSofic.LEFLevelEmbedding.embeddingΔ_mem_commutator	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFLevelEmbedding	211
GroupApproximation.SimpleKazhdanSofic.LEFLevelEmbedding.Models	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFLevelEmbedding	65
GroupApproximation.SimpleKazhdanSofic.LEFLevelEmbedding.models_nonempty	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFLevelEmbedding	75
GroupApproximation.SimpleKazhdanSofic.printedSoficKazhdanExampleNotLEF	GroupApproximation.Manuscript.SimpleKazhdanSofic.QuestionsClosed	48
GroupApproximation.SimpleKazhdanSofic.LEFLevelEmbedding.Models.μ_one	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFLevelEmbedding	89
