# run_id	reserved_at_utc	lean_path	declaration_anchor
32637034414	2026-08-23T11:37:24Z	GroupApproximation/Sofic/UltraproductModelConstruction.lean	vec_linearMap_ext
32638092214	2026-08-23T11:59:48Z	GroupApproximation/Sofic/UltraproductModelConstructionAssembly.lean	dimWeight_nonneg
32641206713	2026-08-23T13:04:10Z	GroupApproximation/Sofic/WeightedUltraproductModelConstruction.lean	nonempty_weightedUltraproductAdjointModel
32643382102	2026-08-23T13:47:12Z	GroupApproximation/Sofic/OpToHSShadowResidual.lean	hasLogicalShadowKleeneEndpoint_of_bug
32644549493	2026-08-23T14:09:52Z	GroupApproximation/Sofic/WreathFinitePresentationObstruction.lean	exists_not_adj_of_finitely_many_orbits
32646240371	2026-08-23T14:42:52Z	GroupApproximation/Algebra/DyadicRationals.lean	manuscript_bs_affine_identification
32647230984	2026-08-23T15:01:43Z	GroupApproximation/Algebra/ZariskiDescendingChain.lean	manuscriptZariskiEnvelopeCompressionBlind
32649187530	2026-08-23T15:39:05Z	GroupApproximation/Analysis/CollapseDelormeEndpoint.lean	partialComplement_succ
32650269756	2026-08-23T16:00:04Z	GroupApproximation/Analysis/CollapseTransportEndpoint.lean	omegaRep_mul
32652596447	2026-08-23T16:44:48Z	GroupApproximation/Analysis/ExactnessGroupSideEndpoint.lean	ambient_hasPropertyA_of_vertical
32653606340	2026-08-23T17:03:58Z	GroupApproximation/Sofic/LiteralNonMFCoreEndpoint.lean	literal_mark_normMFInvisible
32655368424	2026-08-23T17:36:41Z	GroupApproximation/Analysis/PolarLiftingHypothesisFree.lean	signChange_endpoint0
32656507829	2026-08-23T17:58:23Z	GroupApproximation/Criterion/ClosedEnvelopeCompression.lean	manuscriptEnvelopeCompressionBlind
32659260539	2026-08-23T18:49:55Z	GroupApproximation/Sofic/ArithmeticSingleDefectEndpoint.lean	arithmeticMarkedCommutator_mem_defectNormal
32661817678	2026-08-23T19:37:58Z	GroupApproximation/Criterion/FiniteQuotientBlindness.lean	manuscriptCardinalityInvariantSize
32662929132	2026-08-23T19:58:54Z	GroupApproximation/Sofic/DoubleFiniteDimensionalRigidity.lean	to
32665168827	2026-08-23T20:41:40Z	GroupApproximation/Sofic/FiniteIndexRigidity.lean	ker_le_of_finiteIndex
32666155122	2026-08-23T21:00:56Z	GroupApproximation/Sofic/FreeLampRigidity.lean	adjointRep_mul_apply
32668070813	2026-08-23T21:37:47Z	GroupApproximation/Sofic/AmalgamMFTrace.lean	manuscriptExactRadical_of_isOperatorMF_symmetricDouble
